"CommodityScheme","CommodityCode","Description","Parent Code","Level","IsBasicLevel"
"HS22","36","Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations","TOTAL","2","0"
"HS22","3601","Explosives; propellent powders","36","4","0"
"HS22","360100","Explosives; propellent powders","3601","6","1"
"HS22","3602","Prepared explosives, other than propellent powders","36","4","0"
"HS22","360200","Explosives, prepared; other than propellent powders","3602","6","1"
"HS22","3603","Safety fuses; detonating cords; percussion or detonating caps; igniters; electric detonators","36","4","0"
"HS22","360310","Safety fuses","3603","6","1"
"HS22","360320","Detonating cords","3603","6","1"
"HS22","360330","Percussion caps","3603","6","1"
"HS22","360340","Detonating caps","3603","6","1"
"HS22","360350","Igniters","3603","6","1"
"HS22","360360","Electric detonators","3603","6","1"
"HS22","3604","Fireworks, signalling flares, rain rockets, fog signals and other pyrotechnic articles","36","4","0"
"HS22","360410","Pyrotechnic products; fireworks","3604","6","1"
"HS22","360490","Pyrotechnic products; signalling flares, rain rockets, fog signals and other pyrotechnic articles (excluding fireworks)","3604","6","1"
"HS22","3605","Matches; other than pyrotechnic articles of heading no. 3604","36","4","0"
"HS22","360500","Matches; other than pyrotechnic articles of heading no. 3604","3605","6","1"
"HS22","3606","Ferro-cerium and other pyrophoric alloys in all forms; articles of combustible materials n.e.c. in chapter 36","36","4","0"
"HS22","360610","Fuels; liquid or liquefied-gas, in containers, of a kind used for filling or refilling cigarette or similar lighters and of a capacity not exceeding 300cm3","3606","6","1"
"HS22","360690","Ferro-cerium and other pyrophoric alloys in all forms; articles of combustible materials n.e.c. in chapter 36","3606","6","1"
"HS22","37","Photographic or cinematographic goods","TOTAL","2","0"
"HS22","3701","Photographic plates and film in the flat, sensitised, unexposed, of any material other than paper, paperboard or textiles; instant print film in the flat, sensitised, unexposed, whether or not in packs","37","4","0"
"HS22","370110","Photographic plates and film; for x-ray, in the flat, sensitised, unexposed, of any material other than paper, paperboard or textiles","3701","6","1"
"HS22","370120","Photographic plates and film; instant print film, in the flat, sensitised, unexposed, whether or not in packs","3701","6","1"
"HS22","370130","Photographic plates and film; in the flat, sensitised, unexposed, with any side exceeding 225mm, of any materials other than paper, paperboard or textiles","3701","6","1"
"HS22","370191","Photographic plates and film; for colour photography (polychrome), in the flat, sensitised, unexposed, with no side exceeding 255mm, of any material other than paper, paperboard or textiles","3701","6","1"
"HS22","370199","Photographic plates and film; (for other than colour photography), in the flat, sensitised, unexposed, with no side exceeding 255mm, of any material other than paper, paperboard or textiles","3701","6","1"
"HS22","3702","Photographic film in rolls, sensitised, unexposed, of any material other than paper, paperboard or textiles; instant print film in rolls, sensitised, unexposed","37","4","0"
"HS22","370210","Photographic film; for x-rays, in rolls, sensitised and unexposed (other than of paper, paperboard or textiles)","3702","6","1"
"HS22","370231","Photographic film; for colour photography (polychrome), in rolls, sensitised, unexposed, without sprocket holes, of a width not exceeding 105mm (other than of paper, paperboard or textiles)","3702","6","1"
"HS22","370232","Photographic film; in rolls, with silver halide emulsion, sensitised, unexposed, without sprocket holes, of a width not exceeding 105mm (other than of paper, paperboard or textiles)","3702","6","1"
"HS22","370239","Photographic film; in rolls, (other than with silver halide emulsion and for colour photography), sensitised, unexposed, without sprocket holes, of a width not exceeding 105mm (other than of paper, paperboard or textiles)","3702","6","1"
"HS22","370241","Photographic film; for colour photography (polychrome), in rolls, sensitised, unexposed, without sprocket holes, of a width exceeding 610mm and of a length exceeding 200m (other than of paper, paperboard or textiles)","3702","6","1"
"HS22","370242","Photographic film; in rolls, (other than for colour photography), sensitised, unexposed, without sprocket holes, of a width exceeding 610mm and of a length exceeding 200m (other than of paper, paperboard or textiles)","3702","6","1"
"HS22","370243","Photographic film; in rolls, sensitised, unexposed, without sprocket holes, of a width exceeding 610mm and of a length not exceeding 200m (other than of paper, paperboard or textiles)","3702","6","1"
"HS22","370244","Photographic film; in rolls, sensitised, unexposed, without sprocket holes, of a width exceeding 105mm but not exceeding 610mm (other than of paper, paperboard or textiles)","3702","6","1"
"HS22","370252","Photographic film; for colour photography (polychrome), in rolls, sensitised, unexposed, of a width not exceeding 16mm (other than of paper, paperboard or textiles)","3702","6","1"
"HS22","370253","Photographic film; for colour photography (polychrome) slides, in rolls, sensitised, unexposed, of a width exceeding 16mm but not exceeding 35mm and of a length not exceeding 30m (other than of paper, paperboard or textiles)","3702","6","1"
"HS22","370254","Photographic film; for colour photography (polychrome), in rolls, sensitised, unexposed, of a width exceeding 16mm but not 35mm and of a length not exceeding 30m, excluding film for slides (other than of paper, paperboard or textiles)","3702","6","1"
"HS22","370255","Photographic film; for colour photography (polychrome), in rolls, sensitised, unexposed, of a width exceeding 16mm but not 35mm and of a length exceeding 30m (other than of paper, paperboard or textiles)","3702","6","1"
"HS22","370256","Photographic film; for colour photography (polychrome), in rolls, sensitised, unexposed, of a width exceeding 35mm (other than of paper, paperboard or textiles)","3702","6","1"
"HS22","370296","Photographic film; other than for colour photography, in rolls, sensitised, unexposed, of a width not exceeding 35mm and of a length not exceeding 30m (other than of paper, paperboard or textiles)","3702","6","1"
"HS22","370297","Photographic film; other than for colour photography, in rolls, sensitised, unexposed, of a width not exceeding 35mm and of a length exceeding 30m (other than paper, paperboard or textiles)","3702","6","1"
"HS22","370298","Photographic film; other than for colour photography, in rolls, sensitised, unexposed, of a width exceeding 35mm (other than of paper, paperboard or textiles)","3702","6","1"
"HS22","3703","Photographic paper, paperboard and textiles; sensitised, unexposed","37","4","0"
"HS22","370310","Photographic paper, paperboard and textiles; in rolls, sensitised, unexposed, of a width exceeding 610mm","3703","6","1"
"HS22","370320","Photographic paper, paperboard and textiles; for colour photography (polychrome), (other than in rolls of a width exceeding 610mm), sensitised, unexposed","3703","6","1"
"HS22","370390","Photographic paper, paperboard and textiles; (for other than colour photography, other than in rolls of a width exceeding 610mm), sensitised, unexposed","3703","6","1"
"HS22","3704","Photographic plates, film, paper, paperboard and textiles, exposed but not developed","37","4","0"
"HS22","370400","Photographic plates, film, paper, paperboard and textiles; exposed but not developed","3704","6","1"
"HS22","3705","Photographic plates and film; exposed and developed, other than cinematographic film","37","4","0"
"HS22","370500","Photographic plates and film; exposed and developed, other than cinematographic film","3705","6","1"
"HS22","3706","Cinematographic film; exposed and developed, whether or not incorporating sound track or consisting only of sound track","37","4","0"
"HS22","370610","Cinematographic film; exposed and developed, whether or not incorporating sound track or consisting only of sound track, of a width of 35cm or more","3706","6","1"
"HS22","370690","Cinematographic film; exposed and developed, whether or not incorporating a sound track or consisting only of sound track, of a width less than 35mm","3706","6","1"
"HS22","3707","Chemical preparations for photographic uses (other than varnishes, glues, adhesives and similar preparations); unmixed products for photographic uses, put up in measured portions or for retail sale","37","4","0"
"HS22","370710","Photographic goods; sensitised emulsions, put up in measured portions or put up for retail sale in a form ready for use","3707","6","1"
"HS22","370790","Photographic goods; chemical preparations other than sensitised emulsions, put up in measured portions or put up for retail sale in a form ready for use","3707","6","1"
"HS22","38","Chemical products n.e.c.","TOTAL","2","0"
"HS22","3801","Artificial graphite; colloidal or semi-colloidal graphite; preparations based on graphite or other carbon in the form of pastes, blocks, plates or other semi-manufactures","38","4","0"
"HS22","380110","Graphite; artificial","3801","6","1"
"HS22","380120","Graphite; colloidal or semi-colloidal","3801","6","1"
"HS22","380130","Carbonaceous pastes; for electrodes and similar pastes for furnace linings","3801","6","1"
"HS22","380190","Graphite or other carbon based preparations; in the form of pastes, blocks, plates or other semi-manufactures","3801","6","1"
"HS22","3802","Activated carbon; activated natural mineral products; animal black, including spent animal black","38","4","0"
"HS22","380210","Carbon; activated","3802","6","1"
"HS22","380290","Chemical products; activated natural mineral products, animal black, including spent animal black","3802","6","1"
"HS22","3803","Tall oil, whether or not refined","38","4","0"
"HS22","380300","Chemical products; tall oil, whether or not refined","3803","6","1"
"HS22","3804","Residual lyes from the manufacture of wood pulp, whether or not concentrated, desugared or chemically treated, including lignin sulphonates, but excluding tall oil of heading no. 3803","38","4","0"
"HS22","380400","Lyes, residual; from the manufacture of wood pulp, whether or not concentrated, desugared or chemically treated, including lignin sulphonates but excluding tall oil of heading no. 3803","3804","6","1"
"HS22","3805","Gum, wood or sulphate turpentine, other terpenic oils; crude dipentene; sulphite turpentine, other crude para-cymene; pine oil containing alpha-terpineol as the main constituent","38","4","0"
"HS22","380510","Terpenic oils; gum, wood or sulphate turpentine oils","3805","6","1"
"HS22","380590","Terpenic oils; produced by the treatment of coniferous woods, crude dipentene, sulphite turpentine and other crude para-cymene, n.e.c. in heading no. 3805","3805","6","1"
"HS22","3806","Rosin and resin acids and derivatives thereof; rosin spirit and rosin oils; run gums","38","4","0"
"HS22","380610","Rosin and resin acids","3806","6","1"
"HS22","380620","Rosin and resin; salts of rosin, of resin acids or of derivatives of rosin or resin acids, other than salts of rosin adducts","3806","6","1"
"HS22","380630","Ester gums","3806","6","1"
"HS22","380690","Rosin; spirit and oils, n.e.c. in heading no. 3806","3806","6","1"
"HS22","3807","Wood tar; wood tar oils; wood creosote; wood naphtha; vegetable pitch; brewers' pitch and similar preparations based on rosin, resin acids or on vegetable pitch","38","4","0"
"HS22","380700","Wood tar; wood tar oils; wood creosote; wood naphtha; vegetable pitch; brewers' pitch and similar preparations based on rosin, resin acids or on vegetable pitch","3807","6","1"
"HS22","3808","Insecticides, rodenticides, fungicides, herbicides, anti-sprouting products, plant growth regulators, disinfectants and the like, put up in forms or packings for retail sale or as preparations or articles","38","4","0"
"HS22","380852","Insecticides and the like; containing goods specified in Subheading Note 1 to this Chapter; for retail sale or as preparations or articles; DDT (ISO) (clofenotane (INN)), in packings of 300g or less","3808","6","1"
"HS22","380859","Insecticides, rodenticides, fungicides, disinfectants, herbicides and the like; containing goods specified in Subheading Note 1 to this Chapter; not DDT (ISO) (clofenotane (INN)), put up in forms or packings for retail sale or as preparations or articles","3808","6","1"
"HS22","380861","Insecticides and the like; containing goods specified in Subheading Note 2 to this Chapter; in packings of a net weight content not exceeding 300g; for retail sale or as preparations or articles","3808","6","1"
"HS22","380862","Insecticides; containing goods specified in Subheading Note 2 to this Chapter; put up in forms or packings for retail sale or as preparations or articles, in packings of a net weight content exceeding 300g but not exceeding 7.5kg","3808","6","1"
"HS22","380869","Insecticides; containing goods named in Subheading Note 2 to this Chapter, put up in forms or packings for retail sale or as preparations or articles, in packings of a net weight content exceeding 7.5kg","3808","6","1"
"HS22","380891","Insecticides; other than containing goods specified in Subheading Notes 1 & 2 to this Chapter; put up in forms or packings for retail sale or as preparations or articles","3808","6","1"
"HS22","380892","Fungicides; other than containing goods specified in Subheading Note 1 to this Chapter; put up in forms or packings for retail sale or as preparations or articles","3808","6","1"
"HS22","380893","Herbicides, anti-sprouting products and plant-growth regulators; other than containing goods of Subheading Note 1 to this Chapter; put up in forms or packings for retail sale or as preparations or articles","3808","6","1"
"HS22","380894","Disinfectants; other than containing goods specified in Subheading Note 1 in this Chapter; put up in forms or packings for retail sale or as preparations or articles","3808","6","1"
"HS22","380899","Rodenticides and other similar products n.e.c. in heading no. 3808.9; other than containing goods specified in Subheading Note 1 in this Chapter, put up in forms or packings for retail sale or as preparations or articles","3808","6","1"
"HS22","3809","Finishing agents, dye carriers to accelerate the dyeing, fixing of dyestuffs, other products and preparations, of a kind used in the textile, paper, leather or like industries, n.e.c. or included","38","4","0"
"HS22","380910","Finishing agents and dye carriers; to accelerate dyeing or fixing of dye-stuffs, other products and preparations, used in textile, paper, leather etc industries, with basis of amylaceous substances, n.e.c.","3809","6","1"
"HS22","380991","Finishing agents and dye carriers; to accelerate dyeing or fixing of dye-stuffs, other products and preparations, used in the textile industry (excluding those with a basis of amylaceous substances)","3809","6","1"
"HS22","380992","Finishing agents and dye carriers; to accelerate dyeing or fixing of dye-stuffs, other products and preparations, used in the paper industry (excluding those with a basis of amylaceous substances)","3809","6","1"
"HS22","380993","Finishing agents and dye carriers; to accelerate dyeing or fixing of dye-stuffs, other products and preparations, used in the leather or like (excluding paper and textile) industries, (excluding those with a basis of amylaceous substances)","3809","6","1"
"HS22","3810","Metal-pickling preparations; fluxes etc for soldering, brazing; welding powders, pastes of metal and other materials; preparations used as cores or coatings for welding electrodes or rods","38","4","0"
"HS22","381010","Pickling preparations for metal surfaces; soldering, brazing or welding powders and pastes consisting of metal and other materials","3810","6","1"
"HS22","381090","Fluxes and other auxiliary preparations; for soldering, brazing or welding, or preparations used as cores or coatings for welding electrodes or rods","3810","6","1"
"HS22","3811","Anti-knock preparations, oxidation and gum inhibitors, viscosity improvers, anti-corrosive preparations and the like, for mineral oils (including gasoline) or other liquids used for the same purposes","38","4","0"
"HS22","381111","Anti-knock preparations; based on lead compounds","3811","6","1"
"HS22","381119","Anti-knock preparations; other than those based on lead compounds","3811","6","1"
"HS22","381121","Lubricating oil additives; containing petroleum oils or oils obtained from bituminous minerals","3811","6","1"
"HS22","381129","Lubricating oil additives; not containing petroleum oils or oils obtained from bituminous minerals","3811","6","1"
"HS22","381190","Oxidation and gum inhibitors, viscosity improvers, anti-corrosive preparations, other prepared additives for mineral oils or liquids used as mineral oils (including gasoline), n.e.c. in heading no. 3811","3811","6","1"
"HS22","3812","Prepared rubber accelerators; compound plasticisers for rubber or plastics, n.e.c. or included; anti-oxidising preparations and other compound stabilisers for rubber or plastics","38","4","0"
"HS22","381210","Rubber accelerators; prepared","3812","6","1"
"HS22","381220","Plasticisers, compound; for rubber or plastics","3812","6","1"
"HS22","381231","Anti-oxidising preparations and other compound stabilisers; for rubber or plastics, mixtures of oligomers of 2,2,4-trimethyl-1,2-dihydroquinoline (TMQ)","3812","6","1"
"HS22","381239","Anti-oxidising preparations and other compound stabilisers; for rubber or plastics, other than mixtures of oligomers of 2,2,4-trimethyl-1,2-dihydroquinoline (TMQ)","3812","6","1"
"HS22","3813","Preparations and charges for fire extinguishers; charged fire-extinguishing grenades","38","4","0"
"HS22","381300","Fire-extinguishers; preparations and charges and charged fire-extinguishing grenades","3813","6","1"
"HS22","3814","Organic composite solvents and thinners, not elsewhere specified or included; prepared paint or varnish removers","38","4","0"
"HS22","381400","Solvents and thinners; organic composite solvents and thinners, n.e.c. or included, prepared paint or varnish removers","3814","6","1"
"HS22","3815","Reaction initiators, reaction accelerators and catalytic preparations n.e.c. or included","38","4","0"
"HS22","381511","Catalysts, supported; reaction initiators, reaction accelerators and catalytic preparations, with nickel or nickel compounds as the active substance, n.e.c. or included","3815","6","1"
"HS22","381512","Catalysts, supported; reaction initiators, reaction accelerators and catalytic preparations, with precious metal or precious metal compounds as the active substance, n.e.c. or included","3815","6","1"
"HS22","381519","Catalysts, supported; reaction initiators, reaction accelerators and catalytic preparations, with an active substance other than nickel or precious metals or their compounds, n.e.c. or included","3815","6","1"
"HS22","381590","Reaction initiators, reaction accelerators and catalytic preparations, unsupported, n.e.c. or included","3815","6","1"
"HS22","3816","Refractory cements, mortars, concretes and similar compositions, including dolomite ramming mix, other than products of heading 38.01","38","4","0"
"HS22","381600","Refractory cements, mortars, concretes and similar compositions, including dolomite ramming mix, other than products of heading 38.01","3816","6","1"
"HS22","3817","Mixed alkylbenzenes and mixed alkylnaphthalenes, other than those of heading no. 2707 or 2902","38","4","0"
"HS22","381700","Mixed alkylbenzenes and mixed alkylnaphthalenes, other than those of heading no. 2707 or 2902","3817","6","1"
"HS22","3818","Chemical elements doped for use in electronics, in the form of discs, wafers or similar forms; chemical compounds doped for use in electronics","38","4","0"
"HS22","381800","Chemical elements; doped for use in electronics, in the form of discs, wafers or similar forms; chemical compounds doped for use in electronics","3818","6","1"
"HS22","3819","Hydraulic brake fluids and other prepared liquids for hydraulic transmission, not containing or containing less than 70% by weight of petroleum oils or oils obtained from bituminous minerals","38","4","0"
"HS22","381900","Hydraulic fluids; for brakes and other prepared liquids for hydraulic transmission, not containing or containing less than 70% by weight of petroleum oils or oils obtained from bituminous minerals","3819","6","1"
"HS22","3820","Anti-freezing preparations and prepared de-icing fluids","38","4","0"
"HS22","382000","Anti-freezing preparations and prepared de-icing fluids","3820","6","1"
"HS22","3821","Prepared culture media for the development or maintenance of micro-organisms (including viruses and the like) or of plant, human or animal cells","38","4","0"
"HS22","382100","Prepared culture media for the development or maintenance of micro-organisms (including viruses and the like) or of plant, human or animal cells","3821","6","1"
"HS22","3822","Reagents; diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, whether or not put up in the form of kits, other than those of heading 30.06; certified reference materials","38","4","0"
"HS22","382211","Reagents; diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, whether or not put up in the form of kits; for malaria","3822","6","1"
"HS22","382212","Reagents; diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, whether or not put up in the form of kits; for zika and other diseases transmitted by mosquitoes of the genus Aedes","3822","6","1"
"HS22","382213","Reagents; diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, whether or not put up in the form of kits; for blood grouping","3822","6","1"
"HS22","382219","Reagents; diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, whether or not put up in the form of kits; n.e.c.in item 3822.1","3822","6","1"
"HS22","382290","Reagents; diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, or put up in the form of kits, other than those of heading 30.06; certified reference materials, n.e.c. in heading 3822","3822","6","1"
"HS22","3823","Industrial monocarboxylic fatty acids; acid oils from refining; industrial fatty alcohols","38","4","0"
"HS22","382311","Industrial monocarboxylic fatty acids, acid oils from refining; stearic acid","3823","6","1"
"HS22","382312","Industrial monocarboxylic fatty acids, acid oils from refining; oleic acid","3823","6","1"
"HS22","382313","Industrial monocarboxylic fatty acids, acid oils from refining; tall oil fatty acids","3823","6","1"
"HS22","382319","Industrial monocarboxylic fatty acids; acid oils from refining; (other than stearic acid, oleic acid or tall oil fatty acids)","3823","6","1"
"HS22","382370","Industrial fatty alcohols","3823","6","1"
"HS22","3824","Prepared binders for foundry moulds or cores; chemical products and preparations of the chemical or allied industries (including those consisting of mixtures of natural products), not elsewhere specified or included","38","4","0"
"HS22","382410","Binders, prepared; for foundry moulds or cores","3824","6","1"
"HS22","382430","Metal carbides, non-agglomerated; mixed together or with metallic binders","3824","6","1"
"HS22","382440","Cements, mortars or concretes; their prepared additives","3824","6","1"
"HS22","382450","Mortars and concretes; non-refractory","3824","6","1"
"HS22","382460","Sorbitol; other than that of subheading no. 2905.44","3824","6","1"
"HS22","382481","Chemical products, mixtures and preparations; containing goods specified in Subheading Note 3 to this Chapter; containing oxirane (ethylene oxide)","3824","6","1"
"HS22","382482","Chemical products, mixtures and preparations; containing goods specified in Subheading Note 3 to this Chapter; containing polychlorinated biphenyls (PCBs), polychlorinated terphenyls (PCTs) or polybrominated biphenyls (PBBs)","3824","6","1"
"HS22","382483","Chemical products, mixtures and preparations; containing goods specified in Subheading Note 3 to this Chapter; containing tris(2,3-dibromopropyl) phosphate","3824","6","1"
"HS22","382484","Chemical products, mixtures and preparations; containing aldrin, camphechlor (toxaphene), chlordane, chlordecone, DDT (chlorfenotane, 1,1,1-trichloro-2,2-bis(p-chlorophenyl)ethane), dieldrin, endosulfan, endrin, heptachlor or mirex","3824","6","1"
"HS22","382485","Chemical products, mixtures and preparations; containing goods specified in Subheading Note 3 to this Chapter; containing 1,2,3,4,5,6-hexachlorocyclohexane (HCH (ISO)), including lindane (ISO, INN)","3824","6","1"
"HS22","382486","Chemical products, mixtures and preparations; containing goods specified in Subheading Note 3 to this Chapter; containing pentachlorobenzene (ISO) or hexachlorobenzene (ISO)","3824","6","1"
"HS22","382487","Chemical products, mixtures and preparations; containing goods specified in Subheading Note 3 to this Chapter; containing perfluorooctane sulphonic acid, its salts, perfluorooctane sulphonamides, or perfluorooctane sulphonyl fluoride","3824","6","1"
"HS22","382488","Chemical products, mixtures and preparations; containing goods specified in Subheading Note 3 to this Chapter; containing tetra-, penta-, hexa-, hepta- or octabromodiphenyl ethers","3824","6","1"
"HS22","382489","Chemical products, mixtures and preparations; containing goods specified in Subheading Note 3 to this Chapter; containing short-chain chlorinated paraffins","3824","6","1"
"HS22","382491","Chemical products, mixtures and preparations; consisting mainly of (5-ethyl-2-methyl-2-oxido-1,3,2-dioxaphosphinan-5-yl)methyl methyl methylphosphonate and bis[(5-ethyl-2-methyl-2-oxido-1,3,2-dioxaphosphinan-5-yl)methyl] methylphosphonate","3824","6","1"
"HS22","382492","Chemical products, mixtures and preparations; polyglycol esters of methylphosphonic acid","3824","6","1"
"HS22","382499","Chemical products, mixtures and preparations; n.e.c. heading 3824","3824","6","1"
"HS22","3825","Residual products of the chemical or allied industries, not elsewhere specified or included; municipal waste; sewage sludge; other residual products.","38","4","0"
"HS22","382510","Residual products of the chemical or allied industries, not elsewhere specified or included; municipal waste","3825","6","1"
"HS22","382520","Residual products of the chemical or allied industries, not elsewhere specified or included; sewage sludge","3825","6","1"
"HS22","382530","Residual products of the chemical or allied industries, not elsewhere specified or included; clinical waste","3825","6","1"
"HS22","382541","Residual products of the chemical or allied industries, not elsewhere specified or included; halogenated waste organic solvents","3825","6","1"
"HS22","382549","Residual products of the chemical or allied industries, not elsewhere specified or included; waste organic solvents, other than halogenated","3825","6","1"
"HS22","382550","Residual products of chemical or allied industries, not elsewhere specified or included; wastes of metal pickling liquors, hydraulic fluids, brake fluids and anti-freeze fluids","3825","6","1"
"HS22","382561","Residual products of the chemical or allied industries, not elsewhere specified or included; (other than sewage sludge, municipal waste or waste covered in 27.10); other wastes n.e.c. in 3825; those mainly containing organic constituents","3825","6","1"
"HS22","382569","Residual products of the chemical or allied industries, not elsewhere specified or included; (other than sewage sludge, municipal waste or waste covered by 27.10); other wastes n.e.c. in 3825; except those mainly containing organic constituents","3825","6","1"
"HS22","382590","Residual products of the chemical or allied industries, not elsewhere specified or included; n.e.c. in 3825 or 27.10","3825","6","1"
"HS22","3826","Biodiesel and mixtures thereof; not containing or containing less than 70% by weight of petroleum oils or oils obtained from bituminous minerals","38","4","0"
"HS22","382600","Biodiesel and mixtures thereof; not containing or containing less than 70% by weight of petroleum oils or oils obtained from bituminous minerals","3826","6","1"
"HS22","3827","Mixtures containing halogenated derivatives of methane, ethane or propane, not elsewhere specified or included","38","4","0"
"HS22","382711","Mixtures containing halogenated derivatives of methane, ethane or propane, not elsewhere specified or included; containing chlorofluorocarbons (CFCs), whether or not containing hydrochlorofluorocarbons (HCFCs), perfluorocarbons (PFCs) or hydrofluorocarbon","3827","6","1"
"HS22","382712","Mixtures containing halogenated derivatives of methane, ethane or propane, not elsewhere specified or included; containing hydrobromofluorocarbons (HBFCs)","3827","6","1"
"HS22","382713","Mixtures containing halogenated derivatives of methane, ethane or propane, not elsewhere specified or included; containing carbon tetrachloride","3827","6","1"
"HS22","382714","Mixtures containing halogenated derivatives of methane, ethane or propane, not elsewhere specified or included; containing 1,1,1-trichloroethane (methyl chloroform)","3827","6","1"
"HS22","382720","Mixtures containing halogenated derivatives of methane, ethane or propane, not elsewhere specified or included; containing bromochlorodifluoromethane (Halon-1211), bromotrifluoromethane (Halon-1301) or dibromotetrafluoroethanes (Halon-2402)","3827","6","1"
"HS22","382731","Mixtures containing halogenated derivatives of methane, ethane or propane; containing hydrochlorofluorocarbons (HCFCs), perfluorocarbons (PFCs) or hydrofluorocarbons (HFCs) or not, but not containing chlorofluorocarbons (CFCs); containing substances of su","3827","6","1"
"HS22","382732","Mixtures containing halogenated methane, ethane, propane; containing hydrochlorofluorocarbons (HCFCs), perfluorocarbons (PFCs) or hydrofluorocarbons (HFCs) or not, not chlorofluorocarbons (CFCs); containing substances of subheadings 2903.71 to 2903.75","3827","6","1"
"HS22","382739","Mixtures containing halogenated methane, ethane, or propane; containing hydrochlorofluorocarbons (HCFCs), perfluorocarbons (PFCs) or hydrofluorocarbons (HFCs) or not, but not chlorofluorocarbons (CFCs); n.e.c. in subheading 3827.3","3827","6","1"
"HS22","382740","Mixtures containing halogenated derivatives of methane, ethane or propane; containing hydrochlorofluorocarbons (HCFCs), perfluorocarbons (PFCs) or hydrofluorocarbons (HFCs) or not, but not containing chlorofluorocarbons (CFCs); containing bromomethane (me","3827","6","1"
"HS22","382751","Mixtures containing halogenated derivatives of methane, ethane or propane; containing trifluoromethan (HFC-23) or perfluorocarbons (PFCs) but not containing chlorofluorocarbons (CFCs) or hydrochlorofluorocarbons (HCFCs); containing trifluoromethane (HFC-2","3827","6","1"
"HS22","382759","Mixtures containing halogenated derivatives of methane, ethane or propane; containing trifluoromethan (HFC-23) or perfluorocarbons (PFCs) not containing chlorofluorocarbons (CFCs) or hydrochlorofluorocarbons (HCFCs); other mixtures n.e.c. in subheading 38","3827","6","1"
"HS22","382761","Mixtures containing halogenated derivatives of methane, ethane or propane; containing other hydrofluorocarbons (HFCs) but not containing chlorofluorocarbons (CFCs) or hydrochlorofluorocarbons (HCFCs); containing 15% or more by mass of 1,1,1-trifluoroethan","3827","6","1"
"HS22","382762","Mixtures containing halogenated derivatives of methane, ethane or propane; containing other hydrofluorocarbons (HFCs) but not containing chlorofluorocarbons (CFCs) or hydrochlorofluorocarbons (HCFCs); other mixtures, not included in the subheading above, ","3827","6","1"
"HS22","382763","Mixtures containing halogenated derivatives of methane, ethane or propane; containing other hydrofluorocarbons (HFCs) but not containing chlorofluorocarbons (CFCs) or hydrochlorofluorocarbons (HCFCs); other mixtures not included in the subheadings above, ","3827","6","1"
"HS22","382764","Mixtures containing halogenated derivatives of methane, ethane or propane; containing other hydrofluorocarbons (HFCs) but not containing chlorofluorocarbons (CFCs) or hydrochlorofluorocarbons (HCFCs); other mixtures, not included in the subheadings above,","3827","6","1"
"HS22","382765","Mixtures containing halogenated derivatives of methane, ethane or propane; containing other hydrofluorocarbons (HFCs) but not containing chlorofluorocarbons (CFCs) or hydrochlorofluorocarbons (HCFCs); other mixtures, not included in the subheadings above,","3827","6","1"
"HS22","382768","Mixtures containing halogenated derivatives of methane, ethane or propane; containing other hydrofluorocarbons (HFCs) but not containing chlorofluorocarbons (CFCs) or hydrochlorofluorocarbons (HCFCs); other mixtures, not included in the subheadings above,","3827","6","1"
"HS22","382769","Mixtures containing halogenated derivatives of methane, ethane or propane; containing other hydrofluorocarbons (HFCs) but not containing chlorofluorocarbons (CFCs) or hydrochlorofluorocarbons (HCFCs); n.e.c. in items no. 3827.5 and 3827.6, not containing ","3827","6","1"
"HS22","382790","Mixtures containing halogenated derivatives of methane, ethane or propane; n.e.c. in subheading no 3827","3827","6","1"
"HS22","39","Plastics and articles thereof","TOTAL","2","0"
"HS22","3901","Polymers of ethylene, in primary forms","39","4","0"
"HS22","390110","Ethylene polymers; in primary forms, polyethylene having a specific gravity of less than 0.94","3901","6","1"
"HS22","390120","Ethylene polymers; in primary forms, polyethylene having a specific gravity of 0.94 or more","3901","6","1"
"HS22","390130","Ethylene polymers; in primary forms, ethylene-vinyl acetate copolymers","3901","6","1"
"HS22","390140","Ethylene polymers; in primary forms, ethylene-alpha-olefin copolymers, having a specific gravity of less than 0.94","3901","6","1"
"HS22","390190","Ethylene polymers; in primary forms, n.e.c. in heading no. 3901","3901","6","1"
"HS22","3902","Polymers of propylene or of other olefins, in primary forms","39","4","0"
"HS22","390210","Propylene, other olefin polymers; polypropylene in primary forms","3902","6","1"
"HS22","390220","Propylene, other olefin polymers; polyisobutylene in primary forms","3902","6","1"
"HS22","390230","Propylene, other olefin polymers; propylene copolymers in primary forms","3902","6","1"
"HS22","390290","Propylene, other olefin polymers; n.e.c. in heading no. 3902, in primary forms","3902","6","1"
"HS22","3903","Polymers of styrene, in primary forms","39","4","0"
"HS22","390311","Styrene polymers; expansible polystyrene, in primary forms","3903","6","1"
"HS22","390319","Styrene polymers; (other than expansible polystyrene), in primary forms","3903","6","1"
