"SrcScheme","SrcField","SrcValue","SrcValueName","TgtSchemeVersion","TgtScheme","TgtField","TgtValue","TgtValueName"
"SIC","OccType","1000","Metal Mining","2.3.1","OED","OccupancyCode","1159","Industrial, Mining"
"SIC","OccType","1011","Iron Ores","2.3.1","OED","OccupancyCode","1159","Industrial, Mining"
"SIC","OccType","1021","Copper Ores","2.3.1","OED","OccupancyCode","1159","Industrial, Mining"
"SIC","OccType","1031","Lead & Zinc Ores","2.3.1","OED","OccupancyCode","1159","Industrial, Mining"
"SIC","OccType","1041","Gold Ores","2.3.1","OED","OccupancyCode","1159","Industrial, Mining"
"SIC","OccType","1044","Silver Ores","2.3.1","OED","OccupancyCode","1159","Industrial, Mining"
"SIC","OccType","1061","Ferroalloy Ores, Except Vanadium","2.3.1","OED","OccupancyCode","1159","Industrial, Mining"
"SIC","OccType","1081","Metal Mining Services","2.3.1","OED","OccupancyCode","1159","Industrial, Mining"
"SIC","OccType","1094","Uranium-Radium-Vanadium Ores","2.3.1","OED","OccupancyCode","1159","Industrial, Mining"
"SIC","OccType","1099","Metal Ores, Nec","2.3.1","OED","OccupancyCode","1159","Industrial, Mining"
"SIC","OccType","111","Wheat","2.3.1","OED","OccupancyCode","1351","Agriculture"
"SIC","OccType","112","Rice","2.3.1","OED","OccupancyCode","1351","Agriculture"
"SIC","OccType","115","Corn","2.3.1","OED","OccupancyCode","1351","Agriculture"
"SIC","OccType","116","Soybeans","2.3.1","OED","OccupancyCode","1351","Agriculture"
"SIC","OccType","119","Cash Grain, Nec","2.3.1","OED","OccupancyCode","1351","Agriculture"
"SIC","OccType","1200","Coal Mining","2.3.1","OED","OccupancyCode","1159","Industrial, Mining"
"SIC","OccType","1221","Bituminous Coal & Lignite Coal Mining, Surface","2.3.1","OED","OccupancyCode","1159","Industrial, Mining"
"SIC","OccType","1222","Bituminous Coal Mining, Underground","2.3.1","OED","OccupancyCode","1159","Industrial, Mining"
"SIC","OccType","1231","Anthracite","2.3.1","OED","OccupancyCode","1159","Industrial, Mining"
"SIC","OccType","1241","Coal Mining Services","2.3.1","OED","OccupancyCode","1159","Industrial, Mining"
"SIC","OccType","1300","Oil And Gas Extraction","2.3.1","OED","OccupancyCode","1159","Industrial, Mining"
"SIC","OccType","131","Cotton","2.3.1","OED","OccupancyCode","1351","Agriculture"
"SIC","OccType","1311","Crude Petroleum & Natural Gas","2.3.1","OED","OccupancyCode","1159","Industrial, Mining"
"SIC","OccType","132","Tobacco","2.3.1","OED","OccupancyCode","1351","Agriculture"
"SIC","OccType","1321","Natural Gas Liquids","2.3.1","OED","OccupancyCode","1159","Industrial, Mining"
"SIC","OccType","133","Sugar Corps","2.3.1","OED","OccupancyCode","1351","Agriculture"
"SIC","OccType","134","Irish Potatoes","2.3.1","OED","OccupancyCode","1351","Agriculture"
"SIC","OccType","1381","Drilling Oil & Gas Wells","2.3.1","OED","OccupancyCode","1159","Industrial, Mining"
"SIC","OccType","1382","Oil & Gas Exploration Services","2.3.1","OED","OccupancyCode","1159","Industrial, Mining"
"SIC","OccType","1389","Oil & Gas Field Services, Nec","2.3.1","OED","OccupancyCode","1159","Industrial, Mining"
"SIC","OccType","139","Field Corps Except Cash Grains, Nec","2.3.1","OED","OccupancyCode","1351","Agriculture"
"SIC","OccType","1400","Nonmetallic Minerals, Except Fuels","2.3.1","OED","OccupancyCode","1159","Industrial, Mining"
"SIC","OccType","1411","Dimension Stone","2.3.1","OED","OccupancyCode","1159","Industrial, Mining"
"SIC","OccType","1422","Crushed & Broken Limestone","2.3.1","OED","OccupancyCode","1159","Industrial, Mining"
"SIC","OccType","1423","Crushed & Broken Granite","2.3.1","OED","OccupancyCode","1159","Industrial, Mining"
"SIC","OccType","1429","Crushed & Broken Stone, Nec","2.3.1","OED","OccupancyCode","1159","Industrial, Mining"
"SIC","OccType","1442","Construction Sand & Gravel","2.3.1","OED","OccupancyCode","1159","Industrial, Mining"
"SIC","OccType","1446","Industrial Sand","2.3.1","OED","OccupancyCode","1159","Industrial, Mining"
"SIC","OccType","1455","Kaolin & Ball Clay","2.3.1","OED","OccupancyCode","1159","Industrial, Mining"
"SIC","OccType","1459","Clay & Related Minerals, Nec","2.3.1","OED","OccupancyCode","1159","Industrial, Mining"
"SIC","OccType","1474","Potash, Soda, & Borate Minerals","2.3.1","OED","OccupancyCode","1159","Industrial, Mining"
"SIC","OccType","1475","Phosphate Rock","2.3.1","OED","OccupancyCode","1159","Industrial, Mining"
"SIC","OccType","1479","Chemical & Fertilizer Mining, Nec","2.3.1","OED","OccupancyCode","1159","Industrial, Mining"
"SIC","OccType","1481","Nonmetallic Mineral Services","2.3.1","OED","OccupancyCode","1159","Industrial, Mining"
"SIC","OccType","1499","Miscellaneous Nonmetallic Minerals","2.3.1","OED","OccupancyCode","1159","Industrial, Mining"
"SIC","OccType","1500","General Building Contractors","2.3.1","OED","OccupancyCode","1157","Industrial, Construction"
"SIC","OccType","1521","Single-Family Housing Construction","2.3.1","OED","OccupancyCode","1157","Industrial, Construction"
"SIC","OccType","1522","Residential Construction, Nec","2.3.1","OED","OccupancyCode","1157","Industrial, Construction"
"SIC","OccType","1531","Operative Builders","2.3.1","OED","OccupancyCode","1157","Industrial, Construction"
"SIC","OccType","1541","Industrial Building & Warehouses","2.3.1","OED","OccupancyCode","1157","Industrial, Construction"
"SIC","OccType","1542","Nonresidential Construction, Nec","2.3.1","OED","OccupancyCode","1157","Industrial, Construction"
"SIC","OccType","1600","Heavy Construction Contractors","2.3.1","OED","OccupancyCode","1157","Industrial, Construction"
"SIC","OccType","161","Vegetables And Melons","2.3.1","OED","OccupancyCode","1351","Agriculture"
"SIC","OccType","1611","Highway And Street Construction","2.3.1","OED","OccupancyCode","1157","Industrial, Construction"
"SIC","OccType","1622","Bridge, Tunnel & Elevated Highway Construction","2.3.1","OED","OccupancyCode","1157","Industrial, Construction"
"SIC","OccType","1623","Water, Sewer & Utility Lines","2.3.1","OED","OccupancyCode","1157","Industrial, Construction"
"SIC","OccType","1629","Heavy Construction, Nec","2.3.1","OED","OccupancyCode","1157","Industrial, Construction"
"SIC","OccType","1700","Special Trade Contractors","2.3.1","OED","OccupancyCode","1157","Industrial, Construction"
"SIC","OccType","171","Berry Crops","2.3.1","OED","OccupancyCode","1351","Agriculture"
"SIC","OccType","1711","Plumbing, Heating & Air Conditioning","2.3.1","OED","OccupancyCode","1157","Industrial, Construction"
"SIC","OccType","172","Grapes","2.3.1","OED","OccupancyCode","1351","Agriculture"
"SIC","OccType","1721","Painting And Paper Hanging","2.3.1","OED","OccupancyCode","1157","Industrial, Construction"
"SIC","OccType","173","Tree Nuts","2.3.1","OED","OccupancyCode","1351","Agriculture"
"SIC","OccType","1731","Electrical Work","2.3.1","OED","OccupancyCode","1157","Industrial, Construction"
"SIC","OccType","174","Citrus Fruits","2.3.1","OED","OccupancyCode","1351","Agriculture"
"SIC","OccType","1741","Masonry & Other Stonework","2.3.1","OED","OccupancyCode","1157","Industrial, Construction"
"SIC","OccType","1742","Plastering, Drywall & Insulation","2.3.1","OED","OccupancyCode","1157","Industrial, Construction"
"SIC","OccType","1743","Marble & Mosaics","2.3.1","OED","OccupancyCode","1157","Industrial, Construction"
"SIC","OccType","175","Deciduous Tree Fruits","2.3.1","OED","OccupancyCode","1351","Agriculture"
"SIC","OccType","1751","Carpentering","2.3.1","OED","OccupancyCode","1157","Industrial, Construction"
"SIC","OccType","1752","Floor Laying & Floor Work, Nec","2.3.1","OED","OccupancyCode","1157","Industrial, Construction"
"SIC","OccType","1761","Roofing & Steel Metal Work","2.3.1","OED","OccupancyCode","1157","Industrial, Construction"
"SIC","OccType","1771","Concrete Work","2.3.1","OED","OccupancyCode","1157","Industrial, Construction"
"SIC","OccType","1781","Water Well Drilling","2.3.1","OED","OccupancyCode","1157","Industrial, Construction"
"SIC","OccType","179","Fruits & Tree Nuts, Nec","2.3.1","OED","OccupancyCode","1351","Agriculture"
"SIC","OccType","1791","Structural Steel Erection","2.3.1","OED","OccupancyCode","1157","Industrial, Construction"
"SIC","OccType","1793","Glass & Glazing Work","2.3.1","OED","OccupancyCode","1157","Industrial, Construction"
"SIC","OccType","1794","Excavation & Foundation Work","2.3.1","OED","OccupancyCode","1157","Industrial, Construction"
"SIC","OccType","1795","Wrecking & Demolition Work","2.3.1","OED","OccupancyCode","1157","Industrial, Construction"
"SIC","OccType","1796","Installing Building Equipment","2.3.1","OED","OccupancyCode","1157","Industrial, Construction"
"SIC","OccType","1799","Special Trade Contractors, Nec","2.3.1","OED","OccupancyCode","1157","Industrial, Construction"
"SIC","OccType","181","Ornamental Nursery Products","2.3.1","OED","OccupancyCode","1351","Agriculture"
"SIC","OccType","182","Food Crops Grown Under Cover","2.3.1","OED","OccupancyCode","1351","Agriculture"
"SIC","OccType","191","General Farms, Primarily Crop","2.3.1","OED","OccupancyCode","1351","Agriculture"
"SIC","OccType","200","Agricultural Product-Livestock","2.3.1","OED","OccupancyCode","1351","Agriculture"
"SIC","OccType","2000","Food And Kindred Products","2.3.1","OED","OccupancyCode","1153","Industrial, Food and drug processing"
"SIC","OccType","2011","Meat Packing Plants","2.3.1","OED","OccupancyCode","1153","Industrial, Food and drug processing"
"SIC","OccType","2013","Sausage & Other Prepared Meats","2.3.1","OED","OccupancyCode","1153","Industrial, Food and drug processing"
"SIC","OccType","2015","Poultry Slaughtering And Processing","2.3.1","OED","OccupancyCode","1153","Industrial, Food and drug processing"
"SIC","OccType","2021","Creamery Butter","2.3.1","OED","OccupancyCode","1153","Industrial, Food and drug processing"
"SIC","OccType","2022","Cheese, Natural & Processed","2.3.1","OED","OccupancyCode","1153","Industrial, Food and drug processing"
"SIC","OccType","2023","Condensed & Evaporated Milk","2.3.1","OED","OccupancyCode","1153","Industrial, Food and drug processing"
"SIC","OccType","2024","Ice Cream & Frozen Desserts","2.3.1","OED","OccupancyCode","1153","Industrial, Food and drug processing"
"SIC","OccType","2026","Fluid Milk","2.3.1","OED","OccupancyCode","1153","Industrial, Food and drug processing"
"SIC","OccType","2032","Canned Specialties","2.3.1","OED","OccupancyCode","1153","Industrial, Food and drug processing"
"SIC","OccType","2033","Canned Fruits & Vegetables","2.3.1","OED","OccupancyCode","1153","Industrial, Food and drug processing"
"SIC","OccType","2034","Dehydrated Fruits, Vegetables & Soups","2.3.1","OED","OccupancyCode","1153","Industrial, Food and drug processing"
"SIC","OccType","2035","Pickles, Sauces & Salad Dressing","2.3.1","OED","OccupancyCode","1153","Industrial, Food and drug processing"
"SIC","OccType","2037","Frozen Fruits & Vegetables","2.3.1","OED","OccupancyCode","1153","Industrial, Food and drug processing"
"SIC","OccType","2038","Frozen Specialties, Nec","2.3.1","OED","OccupancyCode","1153","Industrial, Food and drug processing"
"SIC","OccType","2041","Flour & Other Grain Mill Products","2.3.1","OED","OccupancyCode","1153","Industrial, Food and drug processing"
"SIC","OccType","2043","Cereal Breakfast Foods","2.3.1","OED","OccupancyCode","1153","Industrial, Food and drug processing"
"SIC","OccType","2044","Rice Milling","2.3.1","OED","OccupancyCode","1153","Industrial, Food and drug processing"
"SIC","OccType","2045","Blended & Prepared Flour","2.3.1","OED","OccupancyCode","1153","Industrial, Food and drug processing"
"SIC","OccType","2046","Wet Corn Milling","2.3.1","OED","OccupancyCode","1153","Industrial, Food and drug processing"
"SIC","OccType","2047","Dog & Cat Food","2.3.1","OED","OccupancyCode","1153","Industrial, Food and drug processing"
"SIC","OccType","2048","Prepared Feed, Nec","2.3.1","OED","OccupancyCode","1153","Industrial, Food and drug processing"
"SIC","OccType","2051","Bread, Cake & Related Products","2.3.1","OED","OccupancyCode","1153","Industrial, Food and drug processing"
"SIC","OccType","2052","Cookies & Crackers","2.3.1","OED","OccupancyCode","1153","Industrial, Food and drug processing"
"SIC","OccType","2053","Frozen Bakery Products","2.3.1","OED","OccupancyCode","1153","Industrial, Food and drug processing"
"SIC","OccType","2061","Raw Cane Sugar","2.3.1","OED","OccupancyCode","1153","Industrial, Food and drug processing"
"SIC","OccType","2062","Cane Sugar Refining","2.3.1","OED","OccupancyCode","1153","Industrial, Food and drug processing"
"SIC","OccType","2063","Beet Sugar","2.3.1","OED","OccupancyCode","1153","Industrial, Food and drug processing"
"SIC","OccType","2064","Candy And Other Confectionery Products","2.3.1","OED","OccupancyCode","1153","Industrial, Food and drug processing"
"SIC","OccType","2066","Chocolate & Cocoa Products","2.3.1","OED","OccupancyCode","1153","Industrial, Food and drug processing"
"SIC","OccType","2067","Chewing Gum","2.3.1","OED","OccupancyCode","1153","Industrial, Food and drug processing"
"SIC","OccType","2068","Salted & Roasted Nuts And Seeds","2.3.1","OED","OccupancyCode","1153","Industrial, Food and drug processing"
"SIC","OccType","2074","Cottonseed Oil Mills","2.3.1","OED","OccupancyCode","1153","Industrial, Food and drug processing"
"SIC","OccType","2075","Soybean Oil Mills","2.3.1","OED","OccupancyCode","1153","Industrial, Food and drug processing"
"SIC","OccType","2076","Vegetable Oil Mills, Nec","2.3.1","OED","OccupancyCode","1153","Industrial, Food and drug processing"
"SIC","OccType","2077","Animal & Marine Fats & Oils","2.3.1","OED","OccupancyCode","1153","Industrial, Food and drug processing"
"SIC","OccType","2079","Edible Fats And Oils","2.3.1","OED","OccupancyCode","1153","Industrial, Food and drug processing"
"SIC","OccType","2082","Malt Beverages","2.3.1","OED","OccupancyCode","1153","Industrial, Food and drug processing"
"SIC","OccType","2083","Malt","2.3.1","OED","OccupancyCode","1153","Industrial, Food and drug processing"
"SIC","OccType","2084","Wines, Brandy & Brandy Spirits","2.3.1","OED","OccupancyCode","1153","Industrial, Food and drug processing"
"SIC","OccType","2085","Distilled And Blended Liquors","2.3.1","OED","OccupancyCode","1153","Industrial, Food and drug processing"
"SIC","OccType","2086","Bottled & Canned Soft Drinks","2.3.1","OED","OccupancyCode","1153","Industrial, Food and drug processing"
"SIC","OccType","2087","Flavoring Extracts & Syrups, Nec","2.3.1","OED","OccupancyCode","1153","Industrial, Food and drug processing"
"SIC","OccType","2091","Canned & Cured Seafoods","2.3.1","OED","OccupancyCode","1153","Industrial, Food and drug processing"
"SIC","OccType","2092","Fresh Or Frozen Packaged Fish","2.3.1","OED","OccupancyCode","1153","Industrial, Food and drug processing"
"SIC","OccType","2095","Roasted Coffee","2.3.1","OED","OccupancyCode","1153","Industrial, Food and drug processing"
"SIC","OccType","2096","Potato Chips & Similar Products","2.3.1","OED","OccupancyCode","1153","Industrial, Food and drug processing"
"SIC","OccType","2097","Manufactured Ice","2.3.1","OED","OccupancyCode","1153","Industrial, Food and drug processing"
"SIC","OccType","2098","Macaroni & Spaghetti","2.3.1","OED","OccupancyCode","1153","Industrial, Food and drug processing"
"SIC","OccType","2099","Food Preparations, Nec","2.3.1","OED","OccupancyCode","1153","Industrial, Food and drug processing"
"SIC","OccType","2100","Tobacco Manufacturers","2.3.1","OED","OccupancyCode","1153","Industrial, Food and drug processing"
"SIC","OccType","211","Beef Cattle Feedlots","2.3.1","OED","OccupancyCode","1351","Agriculture"
"SIC","OccType","2111","Cigarettes","2.3.1","OED","OccupancyCode","1153","Industrial, Food and drug processing"
"SIC","OccType","212","Beef Cattle, Except Feedlots","2.3.1","OED","OccupancyCode","1351","Agriculture"
"SIC","OccType","2121","Cigars","2.3.1","OED","OccupancyCode","1153","Industrial, Food and drug processing"
"SIC","OccType","213","Hogs","2.3.1","OED","OccupancyCode","1351","Agriculture"
"SIC","OccType","2131","Chewing & Smoking Tobacco","2.3.1","OED","OccupancyCode","1153","Industrial, Food and drug processing"
"SIC","OccType","214","Sheep & Goats","2.3.1","OED","OccupancyCode","1351","Agriculture"
"SIC","OccType","2141","Tobacco Stemming & Redrying","2.3.1","OED","OccupancyCode","1153","Industrial, Food and drug processing"
"SIC","OccType","219","General Livestock, Nec","2.3.1","OED","OccupancyCode","1351","Agriculture"
"SIC","OccType","2200","Textile Mill Products","2.3.1","OED","OccupancyCode","1152","Industrial, Light fabrication and assembly"
"SIC","OccType","2211","Broadwoven Fabric Mills, Cotton","2.3.1","OED","OccupancyCode","1152","Industrial, Light fabrication and assembly"
"SIC","OccType","2221","Broadwoven Fabric Mills, Manmade","2.3.1","OED","OccupancyCode","1152","Industrial, Light fabrication and assembly"
"SIC","OccType","2231","Broadwoven Fabric Mills, Wool","2.3.1","OED","OccupancyCode","1152","Industrial, Light fabrication and assembly"
"SIC","OccType","2241","Harrow Fabric Mills","2.3.1","OED","OccupancyCode","1152","Industrial, Light fabrication and assembly"
"SIC","OccType","2251","Women's Hosiery, Except Socks","2.3.1","OED","OccupancyCode","1152","Industrial, Light fabrication and assembly"
"SIC","OccType","2252","Hosiery, Nec","2.3.1","OED","OccupancyCode","1152","Industrial, Light fabrication and assembly"
"SIC","OccType","2253","Knit Outerwear Mills","2.3.1","OED","OccupancyCode","1152","Industrial, Light fabrication and assembly"
"SIC","OccType","2254","Knit Underwear Mills","2.3.1","OED","OccupancyCode","1152","Industrial, Light fabrication and assembly"
"SIC","OccType","2257","Circular Knit Fabric Mills","2.3.1","OED","OccupancyCode","1152","Industrial, Light fabrication and assembly"
"SIC","OccType","2258","Lace And Warp Knit Fabric Mills","2.3.1","OED","OccupancyCode","1152","Industrial, Light fabrication and assembly"
"SIC","OccType","2259","Knitting Mills, Nec","2.3.1","OED","OccupancyCode","1152","Industrial, Light fabrication and assembly"
"SIC","OccType","2261","Finishing Plants, Cotton","2.3.1","OED","OccupancyCode","1152","Industrial, Light fabrication and assembly"
"SIC","OccType","2262","Finishing Plants, Manmade","2.3.1","OED","OccupancyCode","1152","Industrial, Light fabrication and assembly"
"SIC","OccType","2269","Finishing Plants, Nec","2.3.1","OED","OccupancyCode","1152","Industrial, Light fabrication and assembly"
"SIC","OccType","2273","Carpets & Rugs","2.3.1","OED","OccupancyCode","1152","Industrial, Light fabrication and assembly"
"SIC","OccType","2281","Yarn Mills, Except Wool","2.3.1","OED","OccupancyCode","1152","Industrial, Light fabrication and assembly"
"SIC","OccType","2282","Throwing & Winding Mills","2.3.1","OED","OccupancyCode","1152","Industrial, Light fabrication and assembly"
"SIC","OccType","2284","Thread Mills","2.3.1","OED","OccupancyCode","1152","Industrial, Light fabrication and assembly"
"SIC","OccType","2295","Coated Fabrics, Not Rubberized","2.3.1","OED","OccupancyCode","1152","Industrial, Light fabrication and assembly"
"SIC","OccType","2296","Tie Cord & Fabric","2.3.1","OED","OccupancyCode","1152","Industrial, Light fabrication and assembly"
"SIC","OccType","2297","Nonwoven Fabrics","2.3.1","OED","OccupancyCode","1152","Industrial, Light fabrication and assembly"
"SIC","OccType","2298","Cordage & Twine","2.3.1","OED","OccupancyCode","1152","Industrial, Light fabrication and assembly"
"SIC","OccType","2299","Textile Goods, Nec","2.3.1","OED","OccupancyCode","1152","Industrial, Light fabrication and assembly"
"SIC","OccType","2300","Apparel And Other Textile Products","2.3.1","OED","OccupancyCode","1152","Industrial, Light fabrication and assembly"
"SIC","OccType","2311","Men's & Boy's Suits And Coats","2.3.1","OED","OccupancyCode","1152","Industrial, Light fabrication and assembly"
"SIC","OccType","2321","Men's & Boy's Shirts","2.3.1","OED","OccupancyCode","1152","Industrial, Light fabrication and assembly"
"SIC","OccType","2322","Men's & Boy's Underwear & Nightwear","2.3.1","OED","OccupancyCode","1152","Industrial, Light fabrication and assembly"
"SIC","OccType","2323","Men's & Boy's Neckwear","2.3.1","OED","OccupancyCode","1152","Industrial, Light fabrication and assembly"
"SIC","OccType","2325","Men's & Boy's Separate Trousers & Casual Slacks","2.3.1","OED","OccupancyCode","1152","Industrial, Light fabrication and assembly"
"SIC","OccType","2326","Men's & Boy's Work Clothing","2.3.1","OED","OccupancyCode","1152","Industrial, Light fabrication and assembly"
"SIC","OccType","2329","Men's & Boy's Clothing, Nec","2.3.1","OED","OccupancyCode","1152","Industrial, Light fabrication and assembly"
"SIC","OccType","2331","Women's & Misses' Blouses","2.3.1","OED","OccupancyCode","1152","Industrial, Light fabrication and assembly"
"SIC","OccType","2335","Women's & Misses' Dresses","2.3.1","OED","OccupancyCode","1152","Industrial, Light fabrication and assembly"
"SIC","OccType","2337","Women's & Misses' Suits & Coats","2.3.1","OED","OccupancyCode","1152","Industrial, Light fabrication and assembly"
"SIC","OccType","2339","Women's & Misses' Outerwear, Nec","2.3.1","OED","OccupancyCode","1152","Industrial, Light fabrication and assembly"
"SIC","OccType","2341","Women's & Misses' Underwear","2.3.1","OED","OccupancyCode","1152","Industrial, Light fabrication and assembly"
"SIC","OccType","2342","Bras, Girdles, And Allied Garments","2.3.1","OED","OccupancyCode","1152","Industrial, Light fabrication and assembly"
"SIC","OccType","2353","Hats, Caps & Millinery","2.3.1","OED","OccupancyCode","1152","Industrial, Light fabrication and assembly"
"SIC","OccType","2361","Children's Dresses & Blouses","2.3.1","OED","OccupancyCode","1152","Industrial, Light fabrication and assembly"
"SIC","OccType","2369","Children's Outerwear, Nec","2.3.1","OED","OccupancyCode","1152","Industrial, Light fabrication and assembly"
"SIC","OccType","2371","Fur Goods","2.3.1","OED","OccupancyCode","1152","Industrial, Light fabrication and assembly"
"SIC","OccType","2381","Fabric Dress & Work Gloves","2.3.1","OED","OccupancyCode","1152","Industrial, Light fabrication and assembly"
"SIC","OccType","2384","Robes & Dressing Gowns","2.3.1","OED","OccupancyCode","1152","Industrial, Light fabrication and assembly"
"SIC","OccType","2385","Waterproof Outergarments","2.3.1","OED","OccupancyCode","1152","Industrial, Light fabrication and assembly"
"SIC","OccType","2386","Leather & Sheep Lined Clothing","2.3.1","OED","OccupancyCode","1152","Industrial, Light fabrication and assembly"
"SIC","OccType","2387","Apparel Belts","2.3.1","OED","OccupancyCode","1152","Industrial, Light fabrication and assembly"
"SIC","OccType","2389","Apparel & Accessories, Nec","2.3.1","OED","OccupancyCode","1152","Industrial, Light fabrication and assembly"
